SnapshotNumber,Time_Gyr,StellarMassInR200_Msun,StellarMassIn0.5R200_Msun,StellarMassIn0.3R200_Msun
0,,,,
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
34,,,,
35,0.597,325455.0,0.0,0.0
36,0.641,284238.0,179440.0,0.0
37,0.689,512578.0,61783.0,0.0
38,0.734,223042.0,0.0,0.0
39,0.788,1024538.0,183350.0,94280.0
40,0.846,9572638.0,122536.0,122534.0
41,0.908,468940.0,234432.0,119968.0
42,0.968,644800.0,285560.0,114592.0
43,1.039,1125312.0,498112.0,333608.0
44,1.115,2060688.0,387280.0,0.0
45,1.197,5250480.0,150768.0,150768.0
46,1.285,3120656.0,333024.0,332992.0
47,1.37,10174812.0,1776476.0,1776478.0
48,1.47,4516048.0,266480.0,266472.0
49,1.578,12802144.0,4674464.0,62080.0
50,1.693,4990144.0,1020448.0,44480.0
51,1.817,6051616.0,1993856.0,186912.0
52,1.949,7558976.0,340608.0,0.0
53,2.091,143757120.0,5584896.0,0.0
54,2.244,35933184.0,31041920.0,30939776.0
55,2.39,7953408.0,1324032.0,747776.0
56,2.545,85148800.0,2772608.0,2342144.0
57,2.691,129548288.0,1763712.0,72320.0
58,2.846,154002944.0,139833856.0,1669504.0
59,2.988,146652160.0,133027072.0,1702912.0
60,3.137,155556352.0,92028672.0,0.0
61,3.293,124317440.0,99169792.0,682240.0
62,3.456,114167040.0,89221120.0,67861760.0
63,3.602,66366464.0,18952192.0,18408448.0
64,3.754,114977792.0,38640640.0,28891392.0
65,3.911,115636224.0,88756736.0,5228544.0
66,4.047,135773696.0,78582784.0,2023936.0
67,4.217,141795328.0,80359424.0,363008.0
68,4.362,176997888.0,29836800.0,2830848.0
69,4.513,203777024.0,25265152.0,21346304.0
70,4.668,209020928.0,50295808.0,87040.0
71,4.827,215197184.0,47063040.0,9834496.0
72,4.992,200358400.0,81395200.0,10362880.0
73,5.127,196523008.0,125911040.0,1785856.0
74,5.301,143904768.0,19841024.0,7272448.0
75,5.444,1790926848.0,46089216.0,23006208.0
76,5.59,5702065152.0,63887360.0,10653696.0
77,5.739,5963814912.0,5533562880.0,24687616.0
78,5.93,1444964352.0,1123676160.0,1110388736.0
79,6.087,2861518848.0,2698008576.0,2508453888.0
80,6.207,2786543616.0,2676119552.0,2474686464.0
81,6.37,696467456.0,562511872.0,375011328.0
82,6.537,388608000.0,80439296.0,39325696.0
83,6.707,2837866496.0,91494400.0,4464640.0
84,6.836,2920439808.0,41926656.0,2443264.0
85,7.013,3020632064.0,341045248.0,1986560.0
86,7.147,3089975296.0,2708815872.0,16510976.0
87,7.33,3133364224.0,2761592832.0,2744707072.0
88,7.469,3222355968.0,2888396800.0,1226752.0
89,7.658,3370145792.0,108552192.0,434176.0
90,7.802,3368304640.0,53643264.0,24551424.0
91,7.948,3406958592.0,46012416.0,23431168.0
92,8.096,5310109696.0,21723136.0,835584.0
93,8.296,5462573056.0,18647040.0,1103872.0
94,8.449,5581518848.0,1116096512.0,47104.0
95,8.603,6436644864.0,2201812992.0,123600896.0
96,8.76,6447243264.0,2416404480.0,2084177920.0
97,8.919,6604408832.0,2505502720.0,874219520.0
98,9.079,7035764736.0,3366346752.0,228792320.0
99,9.242,7484936192.0,1383872512.0,789358592.0
100,9.407,7489150976.0,4434679808.0,14411776.0
101,9.573,7436652544.0,4292276224.0,3292127232.0
102,9.742,6354837504.0,2912800768.0,2261368832.0
103,9.855,5947822080.0,2598375424.0,1714241536.0
104,10.026,6339444736.0,3355660288.0,2055729152.0
105,10.2,5229723648.0,4162760704.0,1065046016.0
106,10.375,4575272960.0,2582286336.0,1993728000.0
107,10.552,4117274624.0,2264559616.0,2178838528.0
108,10.671,3125874688.0,1923985408.0,1841987584.0
109,10.852,3435962368.0,2278359040.0,2129461248.0
110,11.034,3360563200.0,2224209920.0,1837592576.0
111,11.156,3266252800.0,2474577920.0,1811996672.0
112,11.341,3159506944.0,2054934528.0,1906765824.0
113,11.527,2683719680.0,1482960896.0,1380651008.0
114,11.652,2048188416.0,836505600.0,768294912.0
115,11.842,2141204480.0,910491648.0,875462656.0
116,11.969,2728566784.0,809672704.0,773746688.0
117,12.161,2436182016.0,277258240.0,222961664.0
118,12.355,2169069568.0,420687872.0,325337088.0
119,12.485,2111561728.0,365330432.0,291127296.0
120,12.681,2059300864.0,244441088.0,181374976.0
121,12.812,2030043136.0,205520896.0,164339712.0
122,13.011,2018467840.0,177332224.0,160927744.0
123,13.145,1988333568.0,1152102400.0,104435712.0
124,13.346,1961574400.0,1947222016.0,822767616.0
125,13.481,1920303104.0,1908682752.0,1057218560.0
126,13.684,1908715520.0,1895178240.0,1771757568.0
127,13.821,1906122752.0,1876467712.0,777830400.0
